0.3472,0.3416,0.5,0.3472,0.3416,0.5,0.322
0.363,0.183,0.5,0.139,0.493,0,0.367
0.212,0.492,0.5,0.06,0.241,0,0.412
0.104,0.607,0,0.05,0.753,0,0.36
0.399,0.523,0,0.371,0.106,0.5,0.345
0.435,0.373,0.5,0.045,0.599,0,0.369
0.44,0.687,0,0.284,0.069,0,0.343
0.109,0.333,0,0.717,0.445,0.5,0.275
0.385,0.321,0,0.099,0.129,0.5,0.429
0.351,0.252,0.5,0.288,0.191,0.5,0.378
0.398,0.825,0.5,0.378,0.328,0,0.306
0.259,0.624,0.5,0.403,0.095,0,0.327
0.332,0.307,0.5,0.213,0.626,0,0.336
0.309,0.278,0.5,0.578,0.59,0,0.284
0.349,0.397,0.5,0.238,0.332,0,0.349
0.568,0.238,0,0.136,0.306,0,0.372
0.499,0.108,0,0.275,0.361,0.5,0.361
0.576,0.247,0.5,0.078,0.408,0,0.375
0.895,0.526,0,0.171,0.408,0,0.35
0.434,0.414,0.5,0.101,0.134,0.5,0.43
0.343,0.558,0,0.623,0.407,0,0.28
0.148,0.082,0.5,0.314,0.264,0.5,0.386
0.198,0.134,0,0.533,0.292,0.5,0.319
0.209,0.532,0.5,0.018,0.358,0,0.411
0.598,0.284,0,0.296,0.133,0.5,0.364
0.24,0.534,0.5,0.379,0.756,0,0.292
0.374,0.16,0,0.378,0.06,0.5,0.364
0.293,0.216,0,0.577,0.523,0.5,0.294
0.643,0.19,0,0.276,0.444,0.5,0.349
0.267,0.359,0.5,0.292,0.22,0,0.351
0.525,0.341,0.5,0.158,0.313,0.5,0.388
0.328,0.301,0,0.489,0.645,0,0.291
0.505,0.289,0,0.07,0.49,0.5,0.395
0.499,0.397,0.5,0.278,0.026,0.5,0.381
0.019,0.293,0.5,0.311,0.09,0.5,0.409
0.177,0.496,0,0.439,0.28,0,0.31
0.384,0.008,0,0.731,0.275,0.5,0.296
0.211,0.204,0.5,0.335,0.346,0.5,0.361
0.62,0.34,0.5,0.217,0.353,0.5,0.364
0.411,0.538,0,0.302,0.02,0,0.349
0.383,0.187,0,0.464,0.237,0.5,0.331
0.386,0.103,0.5,0.217,0.452,0,0.355
0.437,0.323,0.5,0.189,0.533,0,0.344
0.332,0.406,0,0.429,0.513,0,0.302
0.368,0.692,0,0.192,0.466,0,0.334
0.549,0.106,0,0.337,0.63,0.5,0.33
0.659,0.665,0,0.272,0.4,0,0.326
0.156,0.04,0.5,0.119,0.385,0.5,0.44
0.06,0.462,0,0.28,0.092,0.5,0.397
0.037,0.293,0.5,0.358,0.182,0.5,0.38
0.255,0.335,0.5,0.134,0.384,0,0.378
0.41,0.002,0,0.417,0.545,0.5,0.325
0.152,0.378,0,0.542,0.484,0,0.286
0.448,0.817,0.5,0.091,0.305,0,0.365
0.196,0.6,0.5,0.006,0.341,0,0.415
0.109,0.338,0.5,0.194,0.22,0.5,0.423
0.284,0.359,0,0.23,0.571,0,0.333
0.443,0.294,0,0.382,0.309,0,0.325
0.153,0.279,0.5,0.258,0.174,0,0.374
0.41,0.302,0,0.516,0.182,0.5,0.32
0.061,0.049,0.5,0.099,0.644,0,0.391
0.016,0.302,0.5,0.399,0.303,0.5,0.356
0.533,0.564,0,0.417,0.233,0.5,0.324
0.597,0.353,0,0.658,0.228,0.5,0.3
0.373,0.17,0,0.486,0.3,0.5,0.323
0.773,0.365,0,0.51,0.463,0.5,0.31
0.155,0.092,0.5,0.287,0.33,0.5,0.386
0.263,0.284,0,0.058,0.557,0,0.378
0.399,0.322,0,0.249,0.209,0.5,0.375
0.309,0.056,0.5,0.362,0.167,0.5,0.371
0.674,0.552,0,0.485,0.501,0,0.302
0.339,0.28,0.5,0.093,0.195,0.5,0.441
0.133,0.355,0.5,0.429,0.416,0,0.312
0.39,0.276,0,0.59,0.311,0.5,0.302
0.065,0.48,0,0.524,0.303,0,0.295
0.335,0.762,0.5,0.296,0.12,0,0.339
0.249,0.219,0,0.502,0.199,0.5,0.327
0.27,0.133,0.5,0.02,0.594,0,0.398
0.448,0.149,0,0.18,0.615,0,0.346
0.694,0.295,0,0.775,0.112,0,0.3
0.241,0.449,0.5,0.102,0.596,0,0.363
0.377,0.217,0.5,0.17,0.09,0.5,0.426
0.402,0.708,0.5,0.16,0.309,0,0.354
0.086,0.331,0.5,0.298,0.586,0,0.329
0.388,0.48,0,0.595,0.287,0,0.292
0.41,0.456,0,0.755,0.656,0,0.265
0.435,0.236,0.5,0.189,0.092,0.5,0.413
0.33,0.349,0.5,0.358,0.043,0.5,0.37
0.237,0.397,0.5,0.13,0.109,0.5,0.443
0.241,0.198,0,0.794,0.259,0,0.277
0.439,0.292,0,0.542,0.402,0,0.3
0.562,0.525,0,0.64,0.634,0,0.279
0.223,0.437,0,0.711,0.526,0,0.266
0.168,0.465,0.5,0.249,0.609,0,0.329
0.416,0.201,0,0.285,0.039,0.5,0.386
0.254,0.438,0.5,0.55,0.486,0,0.285
0.531,0.457,0,0.401,0.194,0.5,0.333
0.332,0.304,0,0.507,0.269,0.5,0.317
0.345,0.187,0,0.464,0.523,0.5,0.312
0.156,0.271,0.5,0.531,0.004,0.5,0.341
0.55,0.428,0,0.572,0.689,0,0.285
0.48,0.483,0,0.579,0.348,0,0.294
0.579,0.468,0,0.475,0.373,0,0.307
0.284,0.363,0.5,0.298,0.275,0,0.344
0.365,0.182,0,0.441,0.355,0.5,0.327
0.342,0.303,0,0.477,0.367,0,0.307
0.316,0.222,0,0.552,0.2,0.5,0.317
0.413,0.405,0,0.328,0.195,0.5,0.352
0.141,0.135,0.5,0.382,0.323,0.5,0.357
0.494,0.083,0.5,0.293,0.619,0,0.328
0.084,0.412,0,0.546,0.214,0,0.3
0.622,0.531,0,0.54,0.516,0,0.294
0.316,0.049,0.5,0.111,0.264,0.5,0.44
0.409,0.493,0,0.425,0.249,0,0.315
0.294,0.372,0,0.743,0.423,0,0.272
0.201,0.652,0.5,0.393,0.438,0,0.304
0.331,0.072,0.5,0.364,0.182,0.5,0.367
0.263,0.109,0.5,0.182,0.233,0.5,0.421
0.57,0.481,0,0.408,0.118,0.5,0.335
0.651,0.432,0,0.418,0.273,0.5,0.326
0.283,0.218,0.5,0.376,0.413,0.5,0.34
0.15,0.525,0,0.61,0.209,0,0.287
0.38,0.293,0.5,0.126,0.286,0,0.383
0.476,0.447,0,0.354,0.258,0.5,0.339
0.21,0.354,0,0.619,0.348,0.5,0.293
0.436,0.193,0.5,0.192,0.426,0.5,0.38
0.388,0.536,0.5,0.105,0.416,0,0.366
0.267,0.301,0,0.495,0.246,0,0.31
0.565,0.375,0,0.217,0.39,0.5,0.359
0.427,0.046,0,0.553,0.163,0.5,0.325
0.275,0.11,0,0.204,0.249,0.5,0.402
0.434,0.356,0,0.304,0.168,0.5,0.361
0.186,0.97,0.5,0.302,0.559,0,0.305
0.18,0.312,0.5,0.378,0.044,0.5,0.376
0.099,0.456,0,0.404,0.206,0.5,0.346
0.506,0.612,0,0.563,0.448,0,0.288
0.335,0.237,0,0.195,0.57,0,0.344
0.326,0.804,0.5,0.33,0.349,0,0.315
0.59,0.302,0,0.565,0.177,0.5,0.315
0.689,0.408,0,0.382,0.131,0.5,0.341
0.205,0.401,0,0.498,0.09,0.5,0.331
0.178,0.069,0.5,0.024,0.494,0.5,0.458
0.433,0.224,0,0.522,0.013,0.5,0.334
0.251,0.041,0,0.378,0.317,0.5,0.352
0.013,0.028,0.5,0.494,0.187,0.5,0.353
0.244,0.472,0.5,0.201,0.288,0.5,0.395
0.547,0.36,0.5,0.1,0.385,0,0.369
0.495,0.054,0,0.457,0.402,0.5,0.325
0.132,0.424,0,0.445,0.448,0,0.301
0.246,0.288,0.5,0.562,0.161,0.5,0.316
0.335,0.497,0.5,0.074,0.498,0,0.371
0.246,0.439,0.5,0.355,0.006,0.5,0.376
0.135,0.601,0.5,0.247,0.494,0,0.335
0.301,0.091,0,0.517,0.259,0.5,0.324
0.389,0.057,0.5,0.071,0.224,0.5,0.451
0.645,0.314,0.5,0.064,0.592,0,0.359
0.085,0.407,0.5,0.397,0.208,0.5,0.357
0.249,0.596,0.5,0.282,0.255,0,0.341
0.25,0.359,0,0.623,0.51,0,0.278
0.25,0.239,0,0.734,0.6,0.5,0.27
0.136,0.389,0,0.3,0.288,0,0.342
0.512,0.011,0,0.213,0.397,0.5,0.377
0.492,0.486,0,0.535,0.568,0,0.289
0.186,0.116,0.5,0.288,0.606,0,0.334
0.358,0.254,0.5,0.028,0.255,0,0.418
0.729,0.216,0,0.148,0.347,0.5,0.38
0.157,0.587,0.5,0.011,0.52,0,0.399
0.394,0.449,0,0.495,0.35,0,0.301
0.381,0.758,0.5,0.049,0.145,0,0.399
0.298,0.52,0.5,0.258,0.473,0,0.33
0.565,0.653,0,0.56,0.401,0,0.291
0.357,0.228,0.5,0.069,0.382,0,0.394
0.185,0.195,0.5,0.56,0.509,0,0.291
0.287,0.286,0,0.486,0.42,0,0.302
0.13,0.197,0.5,0.522,0.466,0,0.299
0.392,0.064,0.5,0.415,0.582,0.5,0.321
0.462,0.176,0,0.633,0.418,0.5,0.296
0.473,0.087,0,0.475,0.297,0.5,0.328
0.309,0.111,0,0.495,0.245,0.5,0.328
0.335,0.324,0,0.259,0.407,0,0.339
0.223,0.553,0.5,0.445,0.27,0.5,0.325
0.335,0.053,0.5,0.291,0.062,0.5,0.401
0.204,0.405,0.5,0.61,0.064,0.5,0.31
0.193,0.327,0.5,0.016,0.063,0.5,0.5
0.222,0.493,0.5,0.318,0.491,0,0.32
0.299,0.306,0,0.301,0.089,0.5,0.378
0.253,0.199,0,0.49,0.28,0.5,0.324
0.317,0.42,0.5,0.033,0.636,0,0.374
0.59,0.431,0,0.36,0.462,0.5,0.324
0.114,0.091,0.5,0.117,0.097,0.5,0.478
0.271,0.181,0.5,0.255,0.045,0.5,0.414
0.462,0.421,0,0.704,0.335,0,0.284
0.447,0.44,0,0.541,0.171,0.5,0.312
0.331,0.324,0,0.504,0.099,0.5,0.328
0.443,0.443,0.5,0.287,0.198,0,0.344
0.215,0.503,0.5,0.475,0.324,0,0.303
0.044,0.546,0.5,0.661,0.473,0,0.266
0.463,0.399,0,0.497,0.461,0,0.299
0.554,0.219,0,0.482,0.229,0,0.321
0.461,0.417,0,0.477,0.402,0,0.304
0.253,0.21,0.5,0.009,0.269,0.5,0.476
0.571,0.359,0,0.503,0.641,0,0.296
0.804,0.471,0,0.497,0.304,0,0.317
0.425,0.424,0.5,0.01,0.497,0,0.386
0.603,0.374,0,0.67,0.322,0,0.295
0.328,0.329,0.5,0.438,0.313,0.5,0.327
0.37,0.251,0,0.426,0.421,0.5,0.323
0.198,0.819,0,0.567,0.551,0,0.267
0.614,0.273,0.5,0.074,0.244,0,0.388
0.357,0.34,0.5,0.137,0.277,0.5,0.412
0.309,0.159,0.5,0.047,0.474,0.5,0.433
0.48,0.291,0.5,0.24,0.255,0,0.355
0.747,0.129,0,0.273,0.342,0.5,0.358
0.422,0.342,0,0.634,0.051,0.5,0.309
0.309,0.327,0.5,0.023,0.513,0,0.393
0.254,0.395,0,0.297,0.212,0.5,0.367
0.088,0.591,0.5,0.61,0.646,0,0.263
0.008,0.428,0.5,0.175,0.274,0,0.393
0.425,0.193,0,0.29,0.23,0.5,0.367
0.093,0.468,0.5,0.075,0.244,0.5,0.462
0.731,0.408,0,0.433,0.341,0.5,0.322
0.331,0.226,0.5,0.152,0.421,0.5,0.399
0.176,0.226,0.5,0.004,0.213,0.5,0.493
0.272,0.28,0.5,0.121,0.223,0.5,0.435
0.164,0.357,0.5,0.452,0.176,0.5,0.341
0.593,0.573,0,0.525,0.542,0,0.292
0.468,0.11,0,0.445,0.169,0.5,0.341
0.375,0.299,0.5,0.437,0.086,0.5,0.345
0.171,0.62,0.5,0.079,0.448,0,0.382
0.504,0.318,0.5,0.199,0.158,0.5,0.394
0.336,0.171,0,0.536,0.282,0.5,0.316
0.589,0.102,0,0.306,0.671,0.5,0.332
0.234,0.447,0.5,0.064,0.24,0.5,0.45
0.4,0.236,0.5,0.045,0.562,0,0.38
0.542,0.769,0,0.098,0.534,0,0.343
0.484,0.436,0.5,0.156,0.355,0,0.358
0.398,0.469,0,0.3,0.225,0,0.338
0.019,0.379,0,0.58,0.659,0,0.27
0.345,0.093,0,0.556,0.404,0.5,0.308
0.383,0.258,0,0.538,0.346,0.5,0.308
0.812,0.554,0,0.448,0.343,0,0.318
0.344,0.296,0,0.494,0.164,0.5,0.326
0.041,0.116,0.5,0.146,0.332,0.5,0.445
0.165,0.321,0,0.448,0.382,0.5,0.323
0.122,0.13,0.5,0.486,0.56,0.5,0.312
0.194,0.368,0.5,0.387,0.037,0,0.348
0.619,0.346,0,0.4,0.316,0.5,0.329
0.069,0.615,0.5,0.195,0.567,0,0.346
0.105,0.483,0,0.735,0.811,0,0.248
0.604,0.377,0,0.395,0.022,0.5,0.348
0.159,0.345,0.5,0.379,0.137,0.5,0.366
0,0.874,0,0.579,0.538,0,0.262
0.357,0.398,0,0.489,0.663,0,0.287
0.389,0.449,0,0.545,0.202,0.5,0.309
0.305,0.156,0.5,0.14,0.482,0.5,0.402
0.144,0.315,0.5,0.081,0.412,0.5,0.44
0.545,0.414,0,0.201,0.129,0,0.365
0.383,0.327,0,0.279,0.357,0,0.338
0.017,0.419,0.5,0.181,0.616,0,0.356
0.32,0.39,0.5,0.432,0.042,0.5,0.349
0.146,0.216,0.5,0.221,0.252,0.5,0.412
0.782,0.241,0,0.396,0.13,0.5,0.346
0.201,0.293,0.5,0.038,0.313,0,0.421
0.453,0.155,0,0.088,0.577,0.5,0.391
0.213,0.65,0,0.503,0.492,0,0.283
0.311,0.266,0,0.193,0.516,0.5,0.37
0.362,0.904,0.5,0.425,0.653,0,0.281
0.025,0.329,0.5,0.084,0.45,0,0.407
0.344,0.523,0.5,0.26,0.418,0,0.333
0.336,0.482,0,0.218,0.462,0,0.337
0.132,0.462,0,0.442,0.383,0,0.304
0.207,0.426,0.5,0.279,0.236,0,0.353
0.82,0.132,0,0.342,0.35,0.5,0.346
0.728,0.313,0,0.114,0.448,0,0.362
0.353,0.397,0,0.375,0.063,0,0.339
0.061,0.206,0.5,0.314,0.241,0.5,0.39
0.452,0.444,0,0.374,0.216,0.5,0.338
0.295,0.073,0,0.296,0.801,0,0.316
0.367,0.499,0.5,0.342,0.276,0.5,0.345
0.327,0.293,0,0.523,0.536,0,0.292
0.182,0.442,0,0.533,0.222,0.5,0.313
0.557,0.198,0,0.403,0.181,0.5,0.343
0.415,0.078,0,0.357,0.341,0.5,0.348
0.273,0.478,0,0.531,0.329,0,0.295
0.402,0.683,0.5,0.136,0.078,0.5,0.416
0.382,0.256,0.5,0.077,0.831,0,0.35
0.545,0.108,0,0.749,0.325,0.5,0.293
0.02,0.27,0.5,0.426,0.471,0,0.315
0.354,0.108,0.5,0.066,0.183,0.5,0.459
0.342,0.163,0,0.466,0.439,0,0.309
0.491,0.599,0,0.12,0.372,0,0.357
0.493,0.397,0,0.338,0.179,0.5,0.349
0.372,0.223,0,0.485,0.265,0.5,0.324
0.306,0.43,0.5,0.015,0.296,0,0.414
0.386,0.466,0,0.641,0.245,0,0.29
0.144,0.001,0.5,0.255,0.44,0.5,0.39
0.47,0.224,0,0.365,0.336,0,0.329
0.262,0.363,0.5,0.259,0.407,0.5,0.367
0.013,0.22,0.5,0.375,0.266,0.5,0.371
0.59,0.184,0,0.55,0.423,0,0.307
0.346,0.469,0.5,0.149,0.345,0.5,0.397
0.183,0.607,0.5,0.381,0.291,0,0.319
0.674,0.204,0.5,0.171,0.403,0,0.356
0.096,0.037,0.5,0.204,0.327,0.5,0.423
0.075,0.268,0.5,0.556,0.203,0.5,0.321
0.525,0.115,0,0.602,0.453,0,0.3
0.235,0.389,0,0.334,0.026,0.5,0.376
0.229,0.542,0,0.735,0.51,0,0.262
0.428,0.417,0,0.271,0.387,0.5,0.35
0.092,0.462,0.5,0.027,0.528,0,0.404
0.326,0.263,0,0.333,0.126,0.5,0.367
0.216,0.548,0,0.425,0.403,0,0.302
0.716,0.131,0,0.191,0.225,0,0.37
0.091,0.621,0.5,0.427,0.218,0,0.317
0.001,0.051,0.5,0.503,0.207,0.5,0.348
0.191,0.353,0.5,0.472,0.153,0.5,0.337
0.398,0.745,0,0.244,0.289,0,0.333
0.295,0.417,0.5,0.027,0.559,0,0.385
0.103,0.115,0.5,0.156,0.334,0.5,0.435
0.418,0.169,0.5,0.318,0.209,0.5,0.368
0.15,0.403,0.5,0.586,0.358,0,0.288
0.563,0.147,0,0.31,0.308,0,0.344
0.245,0.114,0.5,0.377,0.225,0.5,0.363
0.495,0.481,0,0.293,0.411,0.5,0.339
0.174,0.388,0.5,0.258,0.699,0,0.323
0.235,0.313,0.5,0.331,0.238,0.5,0.366
0.338,0.35,0,0.454,0.704,0,0.291
0.146,0.19,0.5,0.076,0.47,0.5,0.44
0.541,0.883,0,0.054,0.008,0,0.389
0.521,0.362,0,0.367,0.502,0,0.316
0.129,0.411,0,0.463,0.128,0.5,0.338
0.037,0.587,0,0.704,0.113,0,0.278
0.093,0.284,0.5,0.138,0.533,0,0.377
0.214,0.379,0.5,0.398,0.269,0.5,0.343
0.23,0.391,0.5,0.292,0.577,0,0.323
0.611,0.338,0,0.648,0.407,0,0.295
0.23,1.01,0.5,0.267,0.225,0,0.333
0.435,0.236,0,0.786,0.842,0,0.264
0.376,0.543,0.5,0.14,0.532,0,0.348
0.208,0.217,0,0.228,0.334,0.5,0.386
0.073,0.125,0.5,0.53,0.594,0,0.293
0.449,0.235,0,0.323,0.465,0.5,0.339
0.011,0.255,0.5,0.112,0.285,0,0.421
0.635,0.428,0.5,0.094,0.035,0.5,0.424
0.015,0.367,0.5,0.251,0.265,0.5,0.406
0.174,0.281,0.5,0.211,0.455,0.5,0.388
0.301,0.19,0,0.472,0.27,0.5,0.328
0.219,0.205,0,0.637,0.535,0.5,0.285
0.37,0.398,0,0.175,0.426,0,0.352
0.307,0.206,0,0.782,0.443,0.5,0.274
0.065,0.539,0.5,0.21,0.525,0,0.348
0.033,0.065,0.5,0.569,0.19,0.5,0.33
0.406,0.498,0.5,0.249,0.091,0.5,0.385
0.222,0.993,0.5,0.266,0.071,0,0.347
0.454,0.302,0,0.559,0.292,0,0.303
0.52,0.428,0,0.084,0.572,0,0.356
0.006,0.084,0.5,0.469,0.31,0.5,0.345
0.384,0.18,0.5,0.195,0.212,0.5,0.405
0.235,0.314,0.5,0.237,0.392,0.5,0.379
0.318,0.504,0.5,0.159,0.088,0.5,0.422
0.457,0.354,0,0.254,0.417,0,0.337
0.401,0.168,0,0.313,0.261,0,0.345
0.176,0.67,0.5,0.356,0.176,0,0.331
0.266,0.485,0.5,0.088,0.71,0,0.354
0.486,0.391,0,0.163,0.843,0,0.325
0.018,0.409,0,0.4,0.422,0.5,0.335
0.016,0.449,0,0.388,0.55,0,0.304
0.368,0.648,0,0.328,0.456,0,0.312
0.455,0.391,0,0.552,0.546,0,0.29
0.302,0.237,0,0.401,0.336,0,0.322
0.308,0.06,0.5,0.327,0.121,0.5,0.386
0.694,0.524,0,0.245,0.198,0,0.348
0.433,0.178,0.5,0.117,0.228,0.5,0.424
0.532,0.019,0,0.634,0.065,0.5,0.321
0.098,0.495,0.5,0.261,0.008,0,0.384
0.21,0.367,0.5,0.301,0.253,0,0.348
0.29,0.576,0,0.254,0.364,0,0.334
0.244,0.035,0.5,0.451,0.318,0.5,0.339
0.4,0.7,0,0.37,0.393,0,0.307
0.519,0.603,0.5,0.242,0.221,0,0.343
0.834,0.432,0,0.115,0.189,0.5,0.388
0.375,0.267,0,0.369,0.235,0,0.333
0.361,0.319,0.5,0.326,0.692,0,0.31
0.13,0.567,0.5,0.137,0.21,0,0.395
0.364,0.493,0.5,0.484,0.644,0,0.285
0.454,0.237,0,0.34,0.172,0,0.343
0.211,0.206,0.5,0.554,0.269,0.5,0.314
0.185,0.322,0,0.489,0.414,0,0.3
0.449,0.183,0.5,0.024,0.27,0.5,0.45
0.542,0.305,0,0.235,0.519,0.5,0.349
0.564,0.451,0,0.365,0.376,0,0.321
0.401,0.606,0.5,0.18,0.607,0,0.331
0.018,0.664,0.5,0.414,0.038,0,0.337
0.306,0.032,0.5,0.251,0.075,0.5,0.416
0.683,0.233,0,0.016,0.205,0.5,0.429
0.029,0.763,0.5,0.257,0.2,0,0.359
0.499,0.487,0,0.424,0.469,0,0.305
0.524,0.4,0,0.592,0.167,0,0.305
0.341,0.101,0,0.579,0.512,0.5,0.298
0.215,0.284,0,0.486,0.549,0.5,0.304
0.445,0.291,0.5,0.148,0.645,0,0.345
0.292,0.505,0.5,0.221,0.192,0.5,0.392
0.143,0.262,0.5,0.311,0.206,0.5,0.385
0.39,0.28,0,0.914,0.315,0,0.27
0.42,0.521,0,0.565,0.37,0.5,0.295
0.424,0.152,0.5,0.036,0.388,0.5,0.436
0.167,0.562,0.5,0.225,0.27,0.5,0.392
0.421,0.484,0,0.587,0.494,0,0.284
0.356,0.287,0.5,0.208,0.262,0.5,0.393
0.489,0.604,0.5,0.265,0.17,0.5,0.364
0.228,0.419,0.5,0.256,0.363,0,0.346
0.449,0.533,0,0.765,0.309,0,0.277
0.427,0.154,0,0.4,0.495,0.5,0.326
0.003,0.333,0.5,0.156,0.259,0.5,0.445
0.394,0.691,0,0.267,0.236,0,0.335
0.369,0.257,0,0.792,0.233,0.5,0.283
0.265,0.798,0,0.393,0.087,0,0.319
0.17,0.146,0.5,0.156,0.147,0.5,0.448
0.317,0.132,0.5,0.272,0.277,0,0.359
0.184,0.11,0.5,0.28,0.376,0.5,0.38
0.01,0.024,0,0.703,0.211,0.5,0.302
0.13,0.423,0.5,0.248,0.101,0.5,0.412
0.561,0.057,0.5,0.071,0.18,0.5,0.439
0.341,0.852,0.5,0.12,0.534,0,0.344
0.144,0.61,0.5,0.048,0.298,0,0.411
0.246,0.372,0,0.532,0.027,0.5,0.329
0.719,0.333,0,0.179,0.603,0,0.341
0.145,0.555,0.5,0.478,0.096,0.5,0.335
0.623,0.261,0,0.202,0.255,0.5,0.376
0.106,0.15,0.5,0.114,0.478,0.5,0.431
0.014,0.434,0.5,0.178,0.261,0.5,0.431
0.233,0.089,0.5,0.383,0.493,0.5,0.338
0.334,0.188,0,0.181,0.535,0,0.351
0.554,0.388,0,0.393,0.296,0,0.323
0.444,0.539,0.5,0.117,0.317,0,0.368
0.309,0.303,0.5,0.055,0.1,0.5,0.468
0.753,0.457,0,0.452,0.341,0,0.318
0.295,0.062,0.5,0.133,0.458,0.5,0.412
0.117,0.301,0.5,0.313,0.523,0.5,0.353
0.313,0.236,0,0.691,0.382,0,0.283
0.622,0.183,0,0.723,0.335,0,0.296
0.17,0.516,0.5,0.258,0.611,0,0.325
0.229,0.37,0,0.558,0.16,0.5,0.314
0.345,0.415,0,0.499,0.508,0,0.293
0.19,0.367,0,0.607,0.287,0.5,0.298
0.338,0.433,0,0.52,0.534,0,0.288
0.514,0.459,0,0.258,0.225,0.5,0.36
0.029,0.44,0.5,0.183,0.006,0.5,0.458
0.63,0.583,0.5,0.078,0.171,0,0.379
0.741,0.319,0,0.502,0.555,0,0.308
0.473,0.55,0,0.645,0.057,0.5,0.301
0.44,0.545,0,0.282,0.395,0,0.327
0.517,0.313,0.5,0.113,0.47,0,0.362
0.098,0.209,0.5,0.495,0.439,0.5,0.317
0.086,0.184,0.5,0.325,0.452,0,0.34
0.301,0.095,0.5,0.368,0.429,0.5,0.344
0.182,0.682,0.5,0.239,0.411,0,0.339
0.295,0.021,0,0.387,0.454,0.5,0.338
0.703,0.018,0,0.487,0.257,0.5,0.333
0.436,0.214,0,0.387,0.558,0.5,0.322
0.3,0.383,0.5,0.248,0.485,0.5,0.36
0.427,0.299,0,0.179,0.31,0.5,0.385
0.493,0.019,0,0.742,0.165,0.5,0.302
0.606,0.072,0,0.021,0.446,0.5,0.417
0.238,0.194,0.5,0.429,0.415,0.5,0.33
0.243,0.072,0,0.372,0.569,0,0.318
0.129,0.363,0.5,0.156,0.178,0.5,0.439
0.126,0.586,0.5,0.049,0.285,0,0.415
0.612,0.36,0,0.262,0.482,0.5,0.343
0.076,0.057,0.5,0.243,0.081,0.5,0.44
0.311,0.209,0.5,0.432,0.324,0.5,0.333
0.003,0.462,0.5,0.127,0.068,0.5,0.474
0.19,0.21,0.5,0.377,0.275,0,0.337
0.248,0.525,0.5,0.028,0.398,0.5,0.441
0.64,0.617,0,0.306,0.417,0,0.322
0.239,0.036,0.5,0.192,0.251,0.5,0.421
0.132,0.251,0.5,0.194,0.318,0,0.381
0.342,0.389,0.5,0.082,0.292,0,0.393
0.415,0.502,0,0.245,0.261,0,0.344
0.321,0.197,0.5,0.377,0.067,0.5,0.369
0.222,0.4,0.5,0.175,0.299,0,0.374
0.566,0.658,0.5,0.149,0.473,0,0.34
0.26,0.278,0.5,0.19,0.202,0.5,0.414
0.058,0.472,0,0.737,0.381,0.5,0.271
0.309,0.364,0,0.245,0.611,0,0.326
0.29,0.284,0.5,0.047,0.532,0,0.388
0.128,0.289,0.5,0.004,0.432,0,0.427
0.187,0.333,0,0.689,0.18,0.5,0.294
0.33,0.32,0,0.542,1.009,0,0.269
0.306,0.419,0.5,0.568,0.319,0.5,0.299
0.161,0.3,0.5,0.669,0.296,0.5,0.288
0.08,0.194,0,0.547,0.493,0,0.291
0.069,0.222,0.5,0.25,0.113,0.5,0.426
0.112,0.378,0.5,0.616,0.229,0,0.292
0.498,0.413,0,0.163,0.212,0,0.367
0.362,0.09,0,0.31,0.033,0.5,0.388
0.744,0.07,0,0.742,0.253,0.5,0.305
0.17,0.695,0.5,0.277,0.464,0,0.326
0.176,0.319,0.5,0.258,0.037,0.5,0.416
0.454,0.554,0.5,0.299,0.388,0,0.324
